id,name,website,country,audience_geography,categories,industries,languages,opportunity_types,cost_model,priority,current_status,submission_url,pitch_url,press_release_url,advertising_url,media_kit_url,requires_editorial_approval,sponsored_content_available,backlink_type,link_target_type,listing_page_indexability,link_evidence_url,link_evidence_checked_at,media_score,media_score_band,publishing_model,best_for,note,limitations,last_verified
md-nikkei-asia,Nikkei Asia,https://asia.nikkei.com,japan,regional,global-business-media,general,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Pan-Asian business and economics coverage from the Nikkei group. Published in English.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission or pitch page was found.",2026-08-08
md-no-jitter,No Jitter,https://www.nojitter.com,united-states,global,telecom-media,saas; telecom,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Enterprise communications analysis covering UCaaS, meetings and contact centre, from Informa.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-ots-at,OTS,https://www.ots.at,austria,national,press-release-distribution,general,de,press-release,paid,P2,active,,,,,,,,,,,,,46,Limited,wire-carrier,,"The Austrian original-text release service, carrying corporate and institutional announcements in text, image, audio and video.",Paid distribution service.,2026-08-07
md-prweb,PRWeb,https://www.prweb.com,united-states,national,press-release-distribution,general,en,press-release,paid,P2,active,,,,,,,,,,,,,46,Limited,wire-carrier,,"Cision’s lower-cost distribution product, aimed at small businesses rather than regulated disclosure.",Paid only.,2026-08-07
md-pymnts,PYMNTS,https://www.pymnts.com,united-states,national,fintech-media,ecommerce; fintech,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Payments and commerce industry news with a large research arm. [accessibility:2026-08-14] verified in a browser: publishes a feed; masthead vocabulary; the masthead names itself as a publication.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-paperjam,Paperjam,https://paperjam.lu,luxembourg,national,local-business-media,finance; general,fr,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Luxembourg business and finance publication covering companies, the financial centre and the national economy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4. www.paperjam.lu redirects to this host.",2026-08-14
md-paved,Paved,https://paved.com,united-states,global,newsletter-platform,general,en,sponsored-content,paid,P2,active,,,,https://www.paved.com/,,,yes,,,,,,49,Limited,unknown,,Newsletter advertising marketplace: one account books sponsorship across a catalogue of business and technology newsletters.,"Paid placement. A marketplace booking is a different action from approaching a single newsletter directly, which is why both exist in this database.",2026-08-08
md-personnel-today,Personnel Today,https://www.personneltoday.com,united-kingdom,national,hr-recruitment-media,hr,en,contributed-article,free,P2,active,https://www.personneltoday.com/contact-us/,,,,,yes,,,,,,,86,Strong,contributor-network,hr-recruitment; professional-services,"The main UK HR profession publication, covering employment law, reward and workforce management, with a contributor route.",UK employment practice. Vendor product news is not the fit.,2026-08-08
md-podcast-guests,PodcastGuests.com,https://podcastguests.com,united-states,global,podcast-platform,general,en,podcast-guest,freemium,P2,active,,,,,,yes,,,,,,,65,Moderate,marketplace,,Connects podcasters with guests through a directory and a matching newsletter sent to hosts.,Hosts choose. Volume is lower than the larger marketplaces.,2026-08-08
md-portfolio-hu,Portfolio.hu,https://www.portfolio.hu,hungary,national,local-business-media,finance; general,hu,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Hungarian online business and economics publication covering markets, banking, companies and macroeconomics.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-pressat,Pressat,https://pressat.co.uk,united-kingdom,national,press-release-distribution,general,en,press-release,paid,P2,active,,,,,,,,,,,,,46,Limited,wire-carrier,,UK press release distribution with published packages and a journalist-facing release feed.,"Paid only, with pricing by package.",2026-08-07
md-publickey,Publickey,https://www.publickey1.jp,japan,national,developer-open-source-media,cloud; software,ja,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Independent Japanese enterprise IT and cloud publication read by engineers and architects.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-puls-biznesu,Puls Biznesu,https://www.pb.pl,poland,national,local-business-media,finance; general,pl,unknown,unknown,P2,active,,,,,,,,,,indexable,https://www.pb.pl/dino-rosnie-po-slabych-wynikach-wystarczyl-brak-rozczarowan-1265848,2026-08-21,,,unknown,,"Polish business daily covering companies, markets, investment and the domestic economy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-quartz,Quartz,https://qz.com,united-states,global,global-business-media,ai; general,en,editorial-pitch,free,P2,active,,,,,,yes,,,,,,,82,Strong,staff-editorial,professional-services; ai-startup; local-business,Global business and economics coverage with a public contact and tips route.,A much smaller newsroom than at its peak; pitch volume tolerance is correspondingly lower.,2026-08-07
md-rcr-wireless,RCR Wireless News,https://www.rcrwireless.com,united-states,global,telecom-media,telecom,en,unknown,unknown,P2,active,,,,,,,,,,indexable,https://rcrwireless.com/page/4960,2026-08-21,,,unknown,,"Wireless and mobile network industry news covering carriers, 5G and private networks.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-recharge-news,Recharge,https://www.rechargenews.com,norway,global,energy-cleantech-media,energy,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Global renewable energy business news covering wind, solar and hydrogen project finance.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-responsesource,ResponseSource,https://www.responsesource.com,united-kingdom,national,journalist-source-platform,general,en,expert-source; journalist-source; press-release,paid,P2,active,,,https://pressreleases.responsesource.com/send/release_main.php,,,,,,,,,,67,Good,marketplace,,"The established UK journalist enquiry service. Journalists send requests to a subscriber network, and subscribers can also send releases.",Paid subscription for PR users. The enquiry service and the release service are separate products.,2026-08-14
md-retail-brew,Retail Brew,https://retailbrew.com,united-states,global,ecommerce-retail-media; newsletter-platform,retail,en,unknown,unknown,P2,unknown,,,,,,,,,,,,,,,unknown,,Morning Brew’s retail-industry newsletter. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.,"Reached but behind a bot filter, so the route could not be read from the site. Needs a human with a browser to confirm whether a submission or pitch route exists.",2026-08-14
md-retail-dive,Retail Dive,https://www.retaildive.com,united-states,national,ecommerce-retail-media,ecommerce; retail,en,editorial-submission,unknown,P2,active,https://www.retaildive.com/submit-tip/,,,,,,,,,,,,86,Strong,staff-editorial,ecommerce; marketing-agency,"Industry Dive’s retail title, covering chains, ecommerce and consumer brands.","Its own about route was not individually verified; the sibling titles publish a tips address, but that is the platform’s pattern rather than proof for this title.",2026-08-14
md-retail-touchpoints,Retail TouchPoints,https://www.retailtouchpoints.com,united-states,national,ecommerce-retail-media,retail,en,sponsored-content,unknown,P2,active,,,,https://www.retailtouchpoints.com/marketing-advertising-media-kit/,,,,,,,,,,,unknown,,Retail customer-experience and store technology publication. [accessibility:2026-08-14] verified in a browser: publishes a feed; the masthead names itself as a publication.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-retailwire,RetailWire,https://retailwire.com,united-states,national,ecommerce-retail-media,retail,en,editorial-submission; press-release,free,P2,active,https://retailwire.com/about/,,https://retailwire.com/about/,,,,,,,,,,87,Strong,staff-editorial,ecommerce; marketing-agency; professional-services,Retail industry discussion publication where daily briefings are debated by a panel of named retail executives.,The panel format means coverage comes with public expert critique.,2026-08-08
